resort,timestamp,season,month,snowfall_inch,snow_depth_inch,temperature_f
Snowbasin,2021-02-04 10:00:00,2020-2021,February 2021,0.0,0.558,18.0
Snowbasin,2021-02-04 11:00:00,2020-2021,February 2021,0.0,0.558,19.2
Snowbasin,2021-02-04 12:00:00,2020-2021,February 2021,0.0,0.558,19.9
Snowbasin,2021-02-04 13:00:00,2020-2021,February 2021,0.0,0.558,20.4
Snowbasin,2021-02-04 14:00:00,2020-2021,February 2021,0.0,0.558,20.4
Snowbasin,2021-02-04 15:00:00,2020-2021,February 2021,0.0,0.558,19.9
Snowbasin,2021-02-04 16:00:00,2020-2021,February 2021,0.028,0.558,19.2
Snowbasin,2021-02-04 17:00:00,2020-2021,February 2021,0.0,0.558,18.2
Snowbasin,2021-02-04 18:00:00,2020-2021,February 2021,0.0,0.558,13.9
Snowbasin,2021-02-04 19:00:00,2020-2021,February 2021,0.0,0.558,17.2
Snowbasin,2021-02-04 20:00:00,2020-2021,February 2021,0.0,0.558,17.3
Snowbasin,2021-02-04 21:00:00,2020-2021,February 2021,0.0,0.558,17.0
Snowbasin,2021-02-04 22:00:00,2020-2021,February 2021,0.0,0.558,16.9
Snowbasin,2021-02-04 23:00:00,2020-2021,February 2021,0.0,0.558,12.5
Snowbasin,2021-02-05 00:00:00,2020-2021,February 2021,0.0,0.558,12.0
Snowbasin,2021-02-05 01:00:00,2020-2021,February 2021,0.0,0.558,12.9
Snowbasin,2021-02-05 02:00:00,2020-2021,February 2021,0.0,0.558,12.9
Snowbasin,2021-02-05 03:00:00,2020-2021,February 2021,0.028,0.558,12.0
Snowbasin,2021-02-05 04:00:00,2020-2021,February 2021,0.028,0.558,13.9
Snowbasin,2021-02-05 05:00:00,2020-2021,February 2021,0.028,0.558,14.4
Snowbasin,2021-02-05 06:00:00,2020-2021,February 2021,0.055,0.558,17.0
Snowbasin,2021-02-05 07:00:00,2020-2021,February 2021,0.083,0.558,17.0
Snowbasin,2021-02-05 08:00:00,2020-2021,February 2021,0.138,0.558,16.8
Snowbasin,2021-02-05 09:00:00,2020-2021,February 2021,0.165,0.558,16.6
Snowbasin,2021-02-05 10:00:00,2020-2021,February 2021,0.11,0.591,17.5
Snowbasin,2021-02-05 11:00:00,2020-2021,February 2021,0.083,0.591,18.8
Snowbasin,2021-02-05 12:00:00,2020-2021,February 2021,0.11,0.591,21.4
Snowbasin,2021-02-05 13:00:00,2020-2021,February 2021,0.165,0.591,22.0
Snowbasin,2021-02-05 14:00:00,2020-2021,February 2021,0.138,0.623,21.7
Snowbasin,2021-02-05 15:00:00,2020-2021,February 2021,0.165,0.623,21.4
Snowbasin,2021-02-05 16:00:00,2020-2021,February 2021,0.083,0.656,21.5
Snowbasin,2021-02-05 17:00:00,2020-2021,February 2021,0.055,0.656,20.3
Snowbasin,2021-02-05 18:00:00,2020-2021,February 2021,0.0,0.689,17.4
Snowbasin,2021-02-05 19:00:00,2020-2021,February 2021,0.0,0.689,17.4
Snowbasin,2021-02-05 20:00:00,2020-2021,February 2021,0.0,0.689,16.8
Snowbasin,2021-02-05 21:00:00,2020-2021,February 2021,0.0,0.689,15.4
Snowbasin,2021-02-05 22:00:00,2020-2021,February 2021,0.0,0.689,15.4
Snowbasin,2021-02-05 23:00:00,2020-2021,February 2021,0.0,0.689,14.2
Snowbasin,2021-02-06 00:00:00,2020-2021,February 2021,0.0,0.689,13.7
Snowbasin,2021-02-06 01:00:00,2020-2021,February 2021,0.0,0.689,15.5
Snowbasin,2021-02-06 02:00:00,2020-2021,February 2021,0.0,0.689,17.9
Snowbasin,2021-02-06 03:00:00,2020-2021,February 2021,0.0,0.689,17.8
Snowbasin,2021-02-06 04:00:00,2020-2021,February 2021,0.0,0.689,16.2
Snowbasin,2021-02-06 05:00:00,2020-2021,February 2021,0.0,0.689,19.1
Snowbasin,2021-02-06 06:00:00,2020-2021,February 2021,0.0,0.689,18.6
Snowbasin,2021-02-06 07:00:00,2020-2021,February 2021,0.0,0.689,17.8
Snowbasin,2021-02-06 08:00:00,2020-2021,February 2021,0.0,0.689,17.4
Snowbasin,2021-02-06 09:00:00,2020-2021,February 2021,0.0,0.689,18.3
Snowbasin,2021-02-06 10:00:00,2020-2021,February 2021,0.0,0.689,21.6
Snowbasin,2021-02-06 11:00:00,2020-2021,February 2021,0.0,0.689,25.4
Snowbasin,2021-02-06 12:00:00,2020-2021,February 2021,0.0,0.689,26.4
Snowbasin,2021-02-06 13:00:00,2020-2021,February 2021,0.0,0.656,27.2
Snowbasin,2021-02-06 14:00:00,2020-2021,February 2021,0.0,0.656,28.2
Snowbasin,2021-02-06 15:00:00,2020-2021,February 2021,0.0,0.656,28.2
Snowbasin,2021-02-06 16:00:00,2020-2021,February 2021,0.0,0.656,27.6
Snowbasin,2021-02-06 17:00:00,2020-2021,February 2021,0.0,0.656,26.6
Snowbasin,2021-02-06 18:00:00,2020-2021,February 2021,0.0,0.656,22.1
Snowbasin,2021-02-06 19:00:00,2020-2021,February 2021,0.0,0.656,26.5
Snowbasin,2021-02-06 20:00:00,2020-2021,February 2021,0.0,0.656,21.9
Snowbasin,2021-02-06 21:00:00,2020-2021,February 2021,0.0,0.656,26.9
Snowbasin,2021-02-06 22:00:00,2020-2021,February 2021,0.0,0.656,23.1
Snowbasin,2021-02-06 23:00:00,2020-2021,February 2021,0.0,0.656,25.6
Snowbasin,2021-02-07 00:00:00,2020-2021,February 2021,0.0,0.656,25.8
Snowbasin,2021-02-07 01:00:00,2020-2021,February 2021,0.0,0.656,23.9
Snowbasin,2021-02-07 02:00:00,2020-2021,February 2021,0.0,0.656,20.1
Snowbasin,2021-02-07 03:00:00,2020-2021,February 2021,0.0,0.656,18.4
Snowbasin,2021-02-07 04:00:00,2020-2021,February 2021,0.0,0.656,18.7
Snowbasin,2021-02-07 05:00:00,2020-2021,February 2021,0.0,0.656,19.8
Snowbasin,2021-02-07 06:00:00,2020-2021,February 2021,0.0,0.656,14.5
Snowbasin,2021-02-07 07:00:00,2020-2021,February 2021,0.0,0.656,14.2
Snowbasin,2021-02-07 08:00:00,2020-2021,February 2021,0.0,0.656,15.3
Snowbasin,2021-02-07 09:00:00,2020-2021,February 2021,0.0,0.656,17.3
Snowbasin,2021-02-07 10:00:00,2020-2021,February 2021,0.0,0.656,22.1
Snowbasin,2021-02-07 11:00:00,2020-2021,February 2021,0.0,0.656,28.0
Snowbasin,2021-02-07 12:00:00,2020-2021,February 2021,0.0,0.656,28.6
Snowbasin,2021-02-07 13:00:00,2020-2021,February 2021,0.0,0.656,29.1
Snowbasin,2021-02-07 14:00:00,2020-2021,February 2021,0.0,0.623,30.0
Snowbasin,2021-02-07 15:00:00,2020-2021,February 2021,0.0,0.623,30.4
Snowbasin,2021-02-07 16:00:00,2020-2021,February 2021,0.0,0.623,29.2
Snowbasin,2021-02-07 17:00:00,2020-2021,February 2021,0.0,0.623,28.1
Snowbasin,2021-02-07 18:00:00,2020-2021,February 2021,0.0,0.623,25.6
Snowbasin,2021-02-07 19:00:00,2020-2021,February 2021,0.0,0.623,21.4
Snowbasin,2021-02-07 20:00:00,2020-2021,February 2021,0.0,0.623,22.1
Snowbasin,2021-02-07 21:00:00,2020-2021,February 2021,0.0,0.623,26.0
Snowbasin,2021-02-07 22:00:00,2020-2021,February 2021,0.0,0.623,24.1
Snowbasin,2021-02-07 23:00:00,2020-2021,February 2021,0.0,0.623,21.9
Snowbasin,2021-02-08 00:00:00,2020-2021,February 2021,0.0,0.623,25.6
Snowbasin,2021-02-08 01:00:00,2020-2021,February 2021,0.0,0.623,23.0
Snowbasin,2021-02-08 02:00:00,2020-2021,February 2021,0.0,0.623,21.5
Snowbasin,2021-02-08 03:00:00,2020-2021,February 2021,0.0,0.623,21.3
Snowbasin,2021-02-08 04:00:00,2020-2021,February 2021,0.0,0.623,20.0
Snowbasin,2021-02-08 05:00:00,2020-2021,February 2021,0.0,0.623,21.2
Snowbasin,2021-02-08 06:00:00,2020-2021,February 2021,0.0,0.623,16.5
Snowbasin,2021-02-08 07:00:00,2020-2021,February 2021,0.0,0.623,22.9
Snowbasin,2021-02-08 08:00:00,2020-2021,February 2021,0.0,0.623,22.1
Snowbasin,2021-02-08 09:00:00,2020-2021,February 2021,0.0,0.623,22.1
Snowbasin,2021-02-08 10:00:00,2020-2021,February 2021,0.0,0.623,24.1
Snowbasin,2021-02-08 11:00:00,2020-2021,February 2021,0.0,0.623,26.0
Snowbasin,2021-02-08 12:00:00,2020-2021,February 2021,0.0,0.623,28.5
Snowbasin,2021-02-08 13:00:00,2020-2021,February 2021,0.0,0.623,28.9
Snowbasin,2021-02-08 14:00:00,2020-2021,February 2021,0.0,0.591,28.9
Snowbasin,2021-02-08 15:00:00,2020-2021,February 2021,0.0,0.591,28.4
Snowbasin,2021-02-08 16:00:00,2020-2021,February 2021,0.0,0.591,25.5
Snowbasin,2021-02-08 17:00:00,2020-2021,February 2021,0.0,0.591,31.0
Snowbasin,2021-02-08 18:00:00,2020-2021,February 2021,0.0,0.591,29.0
Snowbasin,2021-02-08 19:00:00,2020-2021,February 2021,0.0,0.591,27.4
Snowbasin,2021-02-08 20:00:00,2020-2021,February 2021,0.0,0.591,22.8
Snowbasin,2021-02-08 21:00:00,2020-2021,February 2021,0.0,0.591,18.7
Snowbasin,2021-02-08 22:00:00,2020-2021,February 2021,0.0,0.591,19.1
Snowbasin,2021-02-08 23:00:00,2020-2021,February 2021,0.0,0.591,19.0
Snowbasin,2021-02-09 00:00:00,2020-2021,February 2021,0.0,0.591,22.5
Snowbasin,2021-02-09 01:00:00,2020-2021,February 2021,0.0,0.591,24.5
Snowbasin,2021-02-09 02:00:00,2020-2021,February 2021,0.0,0.591,24.7
Snowbasin,2021-02-09 03:00:00,2020-2021,February 2021,0.0,0.591,25.0
Snowbasin,2021-02-09 04:00:00,2020-2021,February 2021,0.0,0.591,25.5
Snowbasin,2021-02-09 05:00:00,2020-2021,February 2021,0.0,0.591,25.2
Snowbasin,2021-02-09 06:00:00,2020-2021,February 2021,0.0,0.591,23.0
Snowbasin,2021-02-09 07:00:00,2020-2021,February 2021,0.0,0.591,25.8
Snowbasin,2021-02-09 08:00:00,2020-2021,February 2021,0.028,0.591,25.5
Snowbasin,2021-02-09 09:00:00,2020-2021,February 2021,0.028,0.591,21.8
Snowbasin,2021-02-09 10:00:00,2020-2021,February 2021,0.055,0.591,24.6
Snowbasin,2021-02-09 11:00:00,2020-2021,February 2021,0.055,0.591,25.2
Snowbasin,2021-02-09 12:00:00,2020-2021,February 2021,0.055,0.591,25.2
Snowbasin,2021-02-09 13:00:00,2020-2021,February 2021,0.028,0.591,26.5
Snowbasin,2021-02-09 14:00:00,2020-2021,February 2021,0.0,0.591,28.1
Snowbasin,2021-02-09 15:00:00,2020-2021,February 2021,0.0,0.558,29.1
Snowbasin,2021-02-09 16:00:00,2020-2021,February 2021,0.0,0.558,28.4
Snowbasin,2021-02-09 17:00:00,2020-2021,February 2021,0.0,0.558,28.3
Snowbasin,2021-02-09 18:00:00,2020-2021,February 2021,0.0,0.558,28.8
Snowbasin,2021-02-09 19:00:00,2020-2021,February 2021,0.0,0.558,27.8
Snowbasin,2021-02-09 20:00:00,2020-2021,February 2021,0.0,0.558,26.9
Snowbasin,2021-02-09 21:00:00,2020-2021,February 2021,0.0,0.558,25.8
Snowbasin,2021-02-09 22:00:00,2020-2021,February 2021,0.0,0.558,25.2
Snowbasin,2021-02-09 23:00:00,2020-2021,February 2021,0.0,0.558,21.1
Snowbasin,2021-02-10 00:00:00,2020-2021,February 2021,0.0,0.558,18.5
Snowbasin,2021-02-10 01:00:00,2020-2021,February 2021,0.0,0.558,18.5
Snowbasin,2021-02-10 02:00:00,2020-2021,February 2021,0.0,0.558,20.0
Snowbasin,2021-02-10 03:00:00,2020-2021,February 2021,0.0,0.558,22.8
Snowbasin,2021-02-10 04:00:00,2020-2021,February 2021,0.0,0.558,23.0
Snowbasin,2021-02-10 05:00:00,2020-2021,February 2021,0.0,0.558,26.4
Snowbasin,2021-02-10 06:00:00,2020-2021,February 2021,0.0,0.558,25.6
Snowbasin,2021-02-10 07:00:00,2020-2021,February 2021,0.0,0.558,25.3
Snowbasin,2021-02-10 08:00:00,2020-2021,February 2021,0.0,0.558,24.6
Snowbasin,2021-02-10 09:00:00,2020-2021,February 2021,0.0,0.558,24.9
Snowbasin,2021-02-10 10:00:00,2020-2021,February 2021,0.0,0.558,26.3
Snowbasin,2021-02-10 11:00:00,2020-2021,February 2021,0.0,0.558,29.4
Snowbasin,2021-02-10 12:00:00,2020-2021,February 2021,0.0,0.525,30.0
Snowbasin,2021-02-10 13:00:00,2020-2021,February 2021,0.0,0.525,30.0
Snowbasin,2021-02-10 14:00:00,2020-2021,February 2021,0.0,0.525,30.2
Snowbasin,2021-02-10 15:00:00,2020-2021,February 2021,0.0,0.525,30.3
Snowbasin,2021-02-10 16:00:00,2020-2021,February 2021,0.0,0.492,29.5
Snowbasin,2021-02-10 17:00:00,2020-2021,February 2021,0.0,0.492,28.9
Snowbasin,2021-02-10 18:00:00,2020-2021,February 2021,0.0,0.492,30.0
Snowbasin,2021-02-10 19:00:00,2020-2021,February 2021,0.0,0.492,28.9
Snowbasin,2021-02-10 20:00:00,2020-2021,February 2021,0.0,0.492,28.7
Snowbasin,2021-02-10 21:00:00,2020-2021,February 2021,0.0,0.492,28.9
Snowbasin,2021-02-10 22:00:00,2020-2021,February 2021,0.0,0.492,28.4
Snowbasin,2021-02-10 23:00:00,2020-2021,February 2021,0.0,0.492,23.7
Snowbasin,2021-02-11 00:00:00,2020-2021,February 2021,0.0,0.492,20.2
Snowbasin,2021-02-11 01:00:00,2020-2021,February 2021,0.0,0.492,19.9
Snowbasin,2021-02-11 02:00:00,2020-2021,February 2021,0.0,0.492,18.3
Snowbasin,2021-02-11 03:00:00,2020-2021,February 2021,0.0,0.492,19.2
Snowbasin,2021-02-11 04:00:00,2020-2021,February 2021,0.0,0.492,19.7
Snowbasin,2021-02-11 05:00:00,2020-2021,February 2021,0.0,0.492,23.7
Snowbasin,2021-02-11 06:00:00,2020-2021,February 2021,0.0,0.492,22.6
Snowbasin,2021-02-11 07:00:00,2020-2021,February 2021,0.0,0.492,22.9
Snowbasin,2021-02-11 08:00:00,2020-2021,February 2021,0.0,0.492,19.9
Snowbasin,2021-02-11 09:00:00,2020-2021,February 2021,0.055,0.492,22.7
Snowbasin,2021-02-11 10:00:00,2020-2021,February 2021,0.028,0.492,24.5
Snowbasin,2021-02-11 11:00:00,2020-2021,February 2021,0.028,0.492,28.8
Snowbasin,2021-02-11 12:00:00,2020-2021,February 2021,0.0,0.459,29.7
Snowbasin,2021-02-11 13:00:00,2020-2021,February 2021,0.028,0.459,29.3
Snowbasin,2021-02-11 14:00:00,2020-2021,February 2021,0.028,0.459,29.6
Snowbasin,2021-02-11 15:00:00,2020-2021,February 2021,0.028,0.427,29.7
Snowbasin,2021-02-11 16:00:00,2020-2021,February 2021,0.028,0.427,30.0
Snowbasin,2021-02-11 17:00:00,2020-2021,February 2021,0.028,0.427,31.2
Snowbasin,2021-02-11 18:00:00,2020-2021,February 2021,0.0,0.427,25.1
Snowbasin,2021-02-11 19:00:00,2020-2021,February 2021,0.028,0.427,23.6
Snowbasin,2021-02-11 20:00:00,2020-2021,February 2021,0.0,0.427,24.0
Snowbasin,2021-02-11 21:00:00,2020-2021,February 2021,0.028,0.427,22.8
Snowbasin,2021-02-11 22:00:00,2020-2021,February 2021,0.028,0.427,22.7
Snowbasin,2021-02-11 23:00:00,2020-2021,February 2021,0.083,0.427,23.9
Snowbasin,2021-02-12 00:00:00,2020-2021,February 2021,0.11,0.427,24.2
Snowbasin,2021-02-12 01:00:00,2020-2021,February 2021,0.138,0.427,23.5
Snowbasin,2021-02-12 02:00:00,2020-2021,February 2021,0.248,0.459,23.3
Snowbasin,2021-02-12 03:00:00,2020-2021,February 2021,0.386,0.459,23.7
Snowbasin,2021-02-12 04:00:00,2020-2021,February 2021,0.386,0.459,24.1
Snowbasin,2021-02-12 05:00:00,2020-2021,February 2021,0.386,0.459,24.5
Snowbasin,2021-02-12 06:00:00,2020-2021,February 2021,0.331,0.492,24.8
Snowbasin,2021-02-12 07:00:00,2020-2021,February 2021,0.358,0.492,25.2
Snowbasin,2021-02-12 08:00:00,2020-2021,February 2021,0.386,0.525,25.8
Snowbasin,2021-02-12 09:00:00,2020-2021,February 2021,0.441,0.525,26.4
Snowbasin,2021-02-12 10:00:00,2020-2021,February 2021,0.331,0.525,27.1
Snowbasin,2021-02-12 11:00:00,2020-2021,February 2021,0.22,0.525,27.2
Snowbasin,2021-02-12 12:00:00,2020-2021,February 2021,0.11,0.525,28.1
Snowbasin,2021-02-12 13:00:00,2020-2021,February 2021,0.083,0.525,27.6
Snowbasin,2021-02-12 14:00:00,2020-2021,February 2021,0.028,0.492,28.4
Snowbasin,2021-02-12 15:00:00,2020-2021,February 2021,0.0,0.492,28.6
Snowbasin,2021-02-12 16:00:00,2020-2021,February 2021,0.0,0.492,28.2
Snowbasin,2021-02-12 17:00:00,2020-2021,February 2021,0.028,0.492,29.3
Snowbasin,2021-02-12 18:00:00,2020-2021,February 2021,0.0,0.492,26.2
Snowbasin,2021-02-12 19:00:00,2020-2021,February 2021,0.028,0.492,25.5
Snowbasin,2021-02-12 20:00:00,2020-2021,February 2021,0.028,0.492,26.3
Snowbasin,2021-02-12 21:00:00,2020-2021,February 2021,0.028,0.492,26.3
Snowbasin,2021-02-12 22:00:00,2020-2021,February 2021,0.028,0.492,25.7
Snowbasin,2021-02-12 23:00:00,2020-2021,February 2021,0.0,0.492,24.7
Snowbasin,2021-02-13 00:00:00,2020-2021,February 2021,0.0,0.492,24.0
Snowbasin,2021-02-13 01:00:00,2020-2021,February 2021,0.055,0.492,25.3
Snowbasin,2021-02-13 02:00:00,2020-2021,February 2021,0.11,0.492,25.0
Snowbasin,2021-02-13 03:00:00,2020-2021,February 2021,0.055,0.492,25.0
Snowbasin,2021-02-13 04:00:00,2020-2021,February 2021,0.0,0.492,24.2
Snowbasin,2021-02-13 05:00:00,2020-2021,February 2021,0.0,0.492,24.8
Snowbasin,2021-02-13 06:00:00,2020-2021,February 2021,0.028,0.492,25.0
Snowbasin,2021-02-13 07:00:00,2020-2021,February 2021,0.083,0.492,25.0
Snowbasin,2021-02-13 08:00:00,2020-2021,February 2021,0.165,0.525,25.3
Snowbasin,2021-02-13 09:00:00,2020-2021,February 2021,0.22,0.525,26.5
Snowbasin,2021-02-13 10:00:00,2020-2021,February 2021,0.331,0.558,27.2
Snowbasin,2021-02-13 11:00:00,2020-2021,February 2021,0.386,0.591,27.5
Snowbasin,2021-02-13 12:00:00,2020-2021,February 2021,0.386,0.623,27.8
Snowbasin,2021-02-13 13:00:00,2020-2021,February 2021,0.441,0.623,27.6
Snowbasin,2021-02-13 14:00:00,2020-2021,February 2021,0.469,0.656,26.9
Snowbasin,2021-02-13 15:00:00,2020-2021,February 2021,0.22,0.689,26.7
Snowbasin,2021-02-13 16:00:00,2020-2021,February 2021,0.165,0.689,26.0
Snowbasin,2021-02-13 17:00:00,2020-2021,February 2021,0.22,0.722,24.7
Snowbasin,2021-02-13 18:00:00,2020-2021,February 2021,0.138,0.722,23.8
Snowbasin,2021-02-13 19:00:00,2020-2021,February 2021,0.083,0.755,23.7
Snowbasin,2021-02-13 20:00:00,2020-2021,February 2021,0.083,0.755,23.6
Snowbasin,2021-02-13 21:00:00,2020-2021,February 2021,0.165,0.787,23.8
Snowbasin,2021-02-13 22:00:00,2020-2021,February 2021,0.358,0.787,22.1
Snowbasin,2021-02-13 23:00:00,2020-2021,February 2021,0.248,0.787,17.0
Snowbasin,2021-02-14 00:00:00,2020-2021,February 2021,0.055,0.82,13.2
Snowbasin,2021-02-14 01:00:00,2020-2021,February 2021,0.028,0.82,11.1
Snowbasin,2021-02-14 02:00:00,2020-2021,February 2021,0.028,0.82,9.7
Snowbasin,2021-02-14 03:00:00,2020-2021,February 2021,0.0,0.82,9.3
Snowbasin,2021-02-14 04:00:00,2020-2021,February 2021,0.0,0.82,8.6
Snowbasin,2021-02-14 05:00:00,2020-2021,February 2021,0.0,0.82,11.1
Snowbasin,2021-02-14 06:00:00,2020-2021,February 2021,0.0,0.82,9.5
Snowbasin,2021-02-14 07:00:00,2020-2021,February 2021,0.0,0.82,7.9
Snowbasin,2021-02-14 08:00:00,2020-2021,February 2021,0.0,0.82,7.5
Snowbasin,2021-02-14 09:00:00,2020-2021,February 2021,0.0,0.82,7.6
Snowbasin,2021-02-14 10:00:00,2020-2021,February 2021,0.0,0.82,8.5
Snowbasin,2021-02-14 11:00:00,2020-2021,February 2021,0.0,0.82,10.6
Snowbasin,2021-02-14 12:00:00,2020-2021,February 2021,0.0,0.82,13.9
Snowbasin,2021-02-14 13:00:00,2020-2021,February 2021,0.0,0.82,16.6
Snowbasin,2021-02-14 14:00:00,2020-2021,February 2021,0.0,0.82,18.3
Snowbasin,2021-02-14 15:00:00,2020-2021,February 2021,0.0,0.82,18.6
Snowbasin,2021-02-14 16:00:00,2020-2021,February 2021,0.0,0.82,17.9
Snowbasin,2021-02-14 17:00:00,2020-2021,February 2021,0.0,0.82,16.8
Snowbasin,2021-02-14 18:00:00,2020-2021,February 2021,0.0,0.82,10.2
Snowbasin,2021-02-14 19:00:00,2020-2021,February 2021,0.0,0.82,15.7
Snowbasin,2021-02-14 20:00:00,2020-2021,February 2021,0.0,0.82,14.7
Snowbasin,2021-02-14 21:00:00,2020-2021,February 2021,0.0,0.82,14.0
Snowbasin,2021-02-14 22:00:00,2020-2021,February 2021,0.0,0.82,10.4
Snowbasin,2021-02-14 23:00:00,2020-2021,February 2021,0.0,0.82,10.7
Snowbasin,2021-02-15 00:00:00,2020-2021,February 2021,0.0,0.82,5.0
Snowbasin,2021-02-15 01:00:00,2020-2021,February 2021,0.0,0.82,3.0
Snowbasin,2021-02-15 02:00:00,2020-2021,February 2021,0.0,0.82,3.8
Snowbasin,2021-02-15 03:00:00,2020-2021,February 2021,0.0,0.82,5.3
Snowbasin,2021-02-15 04:00:00,2020-2021,February 2021,0.0,0.82,6.0
Snowbasin,2021-02-15 05:00:00,2020-2021,February 2021,0.028,0.82,6.8
Snowbasin,2021-02-15 06:00:00,2020-2021,February 2021,0.028,0.82,6.8
Snowbasin,2021-02-15 07:00:00,2020-2021,February 2021,0.028,0.82,7.3
Snowbasin,2021-02-15 08:00:00,2020-2021,February 2021,0.028,0.82,8.3
Snowbasin,2021-02-15 09:00:00,2020-2021,February 2021,0.028,0.82,11.2
Snowbasin,2021-02-15 10:00:00,2020-2021,February 2021,0.055,0.853,14.8
Snowbasin,2021-02-15 11:00:00,2020-2021,February 2021,0.083,0.853,17.0
Snowbasin,2021-02-15 12:00:00,2020-2021,February 2021,0.11,0.853,18.3
Snowbasin,2021-02-15 13:00:00,2020-2021,February 2021,0.165,0.853,20.1
Snowbasin,2021-02-15 14:00:00,2020-2021,February 2021,0.22,0.886,20.5
Snowbasin,2021-02-15 15:00:00,2020-2021,February 2021,0.303,0.886,19.8
Snowbasin,2021-02-15 16:00:00,2020-2021,February 2021,0.276,0.919,18.6
Snowbasin,2021-02-15 17:00:00,2020-2021,February 2021,0.083,0.919,19.1
Snowbasin,2021-02-15 18:00:00,2020-2021,February 2021,0.193,0.919,18.9
Snowbasin,2021-02-15 19:00:00,2020-2021,February 2021,0.083,0.951,14.1
Snowbasin,2021-02-15 20:00:00,2020-2021,February 2021,0.11,0.951,14.7
Snowbasin,2021-02-15 21:00:00,2020-2021,February 2021,0.083,0.984,15.5
Snowbasin,2021-02-15 22:00:00,2020-2021,February 2021,0.028,0.984,14.8
Snowbasin,2021-02-15 23:00:00,2020-2021,February 2021,0.11,1.017,16.4
Snowbasin,2021-02-16 00:00:00,2020-2021,February 2021,0.193,1.05,16.1
Snowbasin,2021-02-16 01:00:00,2020-2021,February 2021,0.276,1.083,16.6
Snowbasin,2021-02-16 02:00:00,2020-2021,February 2021,0.331,1.115,15.9
Snowbasin,2021-02-16 03:00:00,2020-2021,February 2021,0.193,1.115,15.8
Snowbasin,2021-02-16 04:00:00,2020-2021,February 2021,0.22,1.148,15.6
Snowbasin,2021-02-16 05:00:00,2020-2021,February 2021,0.22,1.148,15.6
Snowbasin,2021-02-16 06:00:00,2020-2021,February 2021,0.083,1.181,14.0
Snowbasin,2021-02-16 07:00:00,2020-2021,February 2021,0.028,1.181,14.7
Snowbasin,2021-02-16 08:00:00,2020-2021,February 2021,0.028,1.181,16.3
Snowbasin,2021-02-16 09:00:00,2020-2021,February 2021,0.028,1.214,17.9
Snowbasin,2021-02-16 10:00:00,2020-2021,February 2021,0.083,1.214,19.2
Snowbasin,2021-02-16 11:00:00,2020-2021,February 2021,0.165,1.214,19.3
Snowbasin,2021-02-16 12:00:00,2020-2021,February 2021,0.193,1.214,19.2
Snowbasin,2021-02-16 13:00:00,2020-2021,February 2021,0.138,1.247,19.5
Snowbasin,2021-02-16 14:00:00,2020-2021,February 2021,0.138,1.247,20.3
Snowbasin,2021-02-16 15:00:00,2020-2021,February 2021,0.11,1.247,20.8
Snowbasin,2021-02-16 16:00:00,2020-2021,February 2021,0.083,1.247,20.4
Snowbasin,2021-02-16 17:00:00,2020-2021,February 2021,0.11,1.247,21.1
Snowbasin,2021-02-16 18:00:00,2020-2021,February 2021,0.028,1.247,16.5
Snowbasin,2021-02-16 19:00:00,2020-2021,February 2021,0.11,1.28,15.6
Snowbasin,2021-02-16 20:00:00,2020-2021,February 2021,0.11,1.28,16.6
Snowbasin,2021-02-16 21:00:00,2020-2021,February 2021,0.193,1.28,16.5
Snowbasin,2021-02-16 22:00:00,2020-2021,February 2021,0.165,1.312,16.2
Snowbasin,2021-02-16 23:00:00,2020-2021,February 2021,0.138,1.312,15.6
Snowbasin,2021-02-17 00:00:00,2020-2021,February 2021,0.165,1.312,13.9
Snowbasin,2021-02-17 01:00:00,2020-2021,February 2021,0.248,1.312,14.5
Snowbasin,2021-02-17 02:00:00,2020-2021,February 2021,0.22,1.345,14.3
Snowbasin,2021-02-17 03:00:00,2020-2021,February 2021,0.165,1.345,15.0
Snowbasin,2021-02-17 04:00:00,2020-2021,February 2021,0.165,1.378,15.3
Snowbasin,2021-02-17 05:00:00,2020-2021,February 2021,0.11,1.378,13.6
Snowbasin,2021-02-17 06:00:00,2020-2021,February 2021,0.138,1.378,14.1
Snowbasin,2021-02-17 07:00:00,2020-2021,February 2021,0.276,1.411,14.8
Snowbasin,2021-02-17 08:00:00,2020-2021,February 2021,0.248,1.411,14.7
Snowbasin,2021-02-17 09:00:00,2020-2021,February 2021,0.11,1.411,15.5
Snowbasin,2021-02-17 10:00:00,2020-2021,February 2021,0.028,1.444,16.6
Snowbasin,2021-02-17 11:00:00,2020-2021,February 2021,0.028,1.444,18.1
Snowbasin,2021-02-17 12:00:00,2020-2021,February 2021,0.028,1.444,19.2
Snowbasin,2021-02-17 13:00:00,2020-2021,February 2021,0.028,1.444,20.2
Snowbasin,2021-02-17 14:00:00,2020-2021,February 2021,0.193,1.444,20.0
Snowbasin,2021-02-17 15:00:00,2020-2021,February 2021,0.138,1.444,19.0
Snowbasin,2021-02-17 16:00:00,2020-2021,February 2021,0.028,1.444,18.2
Snowbasin,2021-02-17 17:00:00,2020-2021,February 2021,0.0,1.444,18.2
Snowbasin,2021-02-17 18:00:00,2020-2021,February 2021,0.0,1.444,18.3
Snowbasin,2021-02-17 19:00:00,2020-2021,February 2021,0.0,1.444,17.6
Snowbasin,2021-02-17 20:00:00,2020-2021,February 2021,0.0,1.444,17.0
Snowbasin,2021-02-17 21:00:00,2020-2021,February 2021,0.0,1.444,16.1
